,ColCode,ColDescr,ColType,DataValue,NoteRef,RowCode,RowDescr,RowType,TableID,Year
299,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,6234,47,G,Government,Commodity,47,1997
300,51,Information,Industry,2562,47,G,Government,Commodity,47,1997
301,42,Wholesale trade,Industry,8557,47,G,Government,Commodity,47,1997
302,F050,Imports of goods and services,Industry,-289,47,G,Government,Commodity,47,1997
303,F040,Exports of goods and services,Industry,296,47,G,Government,Commodity,47,1997
304,F100,Government consumption expenditures and gross investment,Industry,1224627,47,G,Government,Commodity,47,1997
305,44RT,Retail trade,Industry,6266,47,G,Government,Commodity,47,1997
306,31G,Manufacturing,Industry,3514,47,G,Government,Commodity,47,1997
307,PROF,Professional and business services,Industry,6114,47,G,Government,Commodity,47,1997
308,G,Government,Industry,7931,47,G,Government,Commodity,47,1997
309,11,"Agriculture, forestry, fishing, and hunting",Industry,106,47,G,Government,Commodity,47,1997
310,6,"Educational services, health care, and social assistance",Industry,3913,47,G,Government,Commodity,47,1997
311,PROF,Professional and business services,Industry,3607,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
312,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,1124,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
313,21,Mining,Industry,447,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
314,22,Utilities,Industry,398,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
315,23,Construction,Industry,1135,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
316,81,"Other services, except government",Industry,158,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
317,F010,Personal consumption expenditures,Industry,-44565,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
318,F040,Exports of goods and services,Industry,91325,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
319,42,Wholesale trade,Industry,1519,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
320,48TW,Transportation and warehousing,Industry,13217,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
321,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,10207,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
322,31G,Manufacturing,Industry,6924,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
323,F020,Private fixed investment,Industry,1088,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
324,F050,Imports of goods and services,Industry,-109250,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
325,44RT,Retail trade,Industry,939,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
326,6,"Educational services, health care, and social assistance",Industry,275,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
327,51,Information,Industry,10629,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
328,TOTFU,Total Final Uses (GDP),Industry,-61401,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
329,TOTCOMOUT,Total Commodity Output,Industry,1115,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
330,TOTII,Total Intermediate,Industry,62516,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
331,11,"Agriculture, forestry, fishing, and hunting",Industry,305,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
332,G,Government,Industry,11633,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,1997
333,23,Construction,Industry,31579,47,PROF,Professional and business services,Commodity,47,1997
334,81,"Other services, except government",Industry,16916,47,PROF,Professional and business services,Commodity,47,1997
335,22,Utilities,Industry,12194,47,PROF,Professional and business services,Commodity,47,1997
336,21,Mining,Industry,10822,47,PROF,Professional and business services,Commodity,47,1997
337,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,40164,47,PROF,Professional and business services,Commodity,47,1997
338,PROF,Professional and business services,Industry,202837,47,PROF,Professional and business services,Commodity,47,1997
339,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,180200,47,PROF,Professional and business services,Commodity,47,1997
340,48TW,Transportation and warehousing,Industry,38679,47,PROF,Professional and business services,Commodity,47,1997
341,42,Wholesale trade,Industry,72389,47,PROF,Professional and business services,Commodity,47,1997
342,F040,Exports of goods and services,Industry,43374,47,PROF,Professional and business services,Commodity,47,1997
343,44RT,Retail trade,Industry,77855,47,PROF,Professional and business services,Commodity,47,1997
344,F050,Imports of goods and services,Industry,-17466,47,PROF,Professional and business services,Commodity,47,1997
345,F100,Government consumption expenditures and gross investment,Industry,93998,47,PROF,Professional and business services,Commodity,47,1997
346,F020,Private fixed investment,Industry,254019,47,PROF,Professional and business services,Commodity,47,1997
347,31G,Manufacturing,Industry,220911,47,PROF,Professional and business services,Commodity,47,1997
348,F010,Personal consumption expenditures,Industry,112652,47,PROF,Professional and business services,Commodity,47,1997
349,G,Government,Industry,95717,47,PROF,Professional and business services,Commodity,47,1997
350,11,"Agriculture, forestry, fishing, and hunting",Industry,3807,47,PROF,Professional and business services,Commodity,47,1997
351,6,"Educational services, health care, and social assistance",Industry,78049,47,PROF,Professional and business services,Commodity,47,1997
352,TOTII,Total Intermediate,Industry,1159852,47,PROF,Professional and business services,Commodity,47,1997
353,TOTFU,Total Final Uses (GDP),Industry,486577,47,PROF,Professional and business services,Commodity,47,1997
354,TOTCOMOUT,Total Commodity Output,Industry,1646429,47,PROF,Professional and business services,Commodity,47,1997
355,51,Information,Industry,77732,47,PROF,Professional and business services,Commodity,47,1997
356,PROF,Professional and business services,Industry,524724,47,TOTII,Total Intermediate,Commodity,47,1997
357,21,Mining,Industry,78999,47,TOTII,Total Intermediate,Commodity,47,1997
358,22,Utilities,Industry,80400,47,TOTII,Total Intermediate,Commodity,47,1997
359,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,257514,47,TOTII,Total Intermediate,Commodity,47,1997
360,81,"Other services, except government",Industry,130310,47,TOTII,Total Intermediate,Commodity,47,1997
361,23,Construction,Industry,381395,47,TOTII,Total Intermediate,Commodity,47,1997
362,42,Wholesale trade,Industry,208666,47,TOTII,Total Intermediate,Commodity,47,1997
363,48TW,Transportation and warehousing,Industry,246673,47,TOTII,Total Intermediate,Commodity,47,1997
364,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,809748,47,TOTII,Total Intermediate,Commodity,47,1997
365,31G,Manufacturing,Industry,2459521,47,TOTII,Total Intermediate,Commodity,47,1997
366,44RT,Retail trade,Industry,247895,47,TOTII,Total Intermediate,Commodity,47,1997
367,51,Information,Industry,329127,47,TOTII,Total Intermediate,Commodity,47,1997
368,TOTII,Total Intermediate,Industry,6746912,47,TOTII,Total Intermediate,Commodity,47,1997
369,11,"Agriculture, forestry, fishing, and hunting",Industry,149441,47,TOTII,Total Intermediate,Commodity,47,1997
370,6,"Educational services, health care, and social assistance",Industry,345879,47,TOTII,Total Intermediate,Commodity,47,1997
371,G,Government,Industry,496620,47,TOTII,Total Intermediate,Commodity,47,1997
372,23,Construction,Industry,763039,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
373,81,"Other services, except government",Industry,458374,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
374,22,Utilities,Industry,252951,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
375,21,Mining,Industry,170584,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
376,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,570489,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
377,PROF,Professional and business services,Industry,1506877,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
378,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,2438056,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
379,48TW,Transportation and warehousing,Industry,498280,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
380,42,Wholesale trade,Industry,731029,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
381,F040,Exports of goods and services,Industry,891041,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
382,44RT,Retail trade,Industry,764940,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
383,F050,Imports of goods and services,Industry,-993011,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
384,F100,Government consumption expenditures and gross investment,Industry,1554160,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
385,F010,Personal consumption expenditures,Industry,5560720,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
386,31G,Manufacturing,Industry,3753002,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
387,F020,Private fixed investment,Industry,1524665,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
388,F030,Change in private inventories,Industry,70940,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
389,G,Government,Industry,1574356,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
390,6,"Educational services, health care, and social assistance",Industry,906096,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
391,11,"Agriculture, forestry, fishing, and hunting",Industry,258998,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
392,TOTCOMOUT,Total Commodity Output,Industry,15355426,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
393,51,Information,Industry,708356,47,TOTINDOUT,Total Industry Output,Commodity,47,1997
394,PROF,Professional and business services,Industry,982152,47,TOTVA,Total Value Added,Commodity,47,1997
395,21,Mining,Industry,91585,47,TOTVA,Total Value Added,Commodity,47,1997
396,22,Utilities,Industry,172551,47,TOTVA,Total Value Added,Commodity,47,1997
397,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,312975,47,TOTVA,Total Value Added,Commodity,47,1997
398,81,"Other services, except government",Industry,328064,47,TOTVA,Total Value Added,Commodity,47,1997
399,23,Construction,Industry,381643,47,TOTVA,Total Value Added,Commodity,47,1997
400,42,Wholesale trade,Industry,522363,47,TOTVA,Total Value Added,Commodity,47,1997
401,48TW,Transportation and warehousing,Industry,251607,47,TOTVA,Total Value Added,Commodity,47,1997
402,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,1628308,47,TOTVA,Total Value Added,Commodity,47,1997
403,31G,Manufacturing,Industry,1293481,47,TOTVA,Total Value Added,Commodity,47,1997
404,44RT,Retail trade,Industry,517045,47,TOTVA,Total Value Added,Commodity,47,1997
405,51,Information,Industry,379229,47,TOTVA,Total Value Added,Commodity,47,1997
406,TOTFU,Total Final Uses (GDP),Industry,8608515,47,TOTVA,Total Value Added,Commodity,47,1997
407,11,"Agriculture, forestry, fishing, and hunting",Industry,109557,47,TOTVA,Total Value Added,Commodity,47,1997
408,6,"Educational services, health care, and social assistance",Industry,560217,47,TOTVA,Total Value Added,Commodity,47,1997
409,G,Government,Industry,1077736,47,TOTVA,Total Value Added,Commodity,47,1997
410,23,Construction,Industry,2756,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
411,81,"Other services, except government",Industry,310,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
412,22,Utilities,Industry,35,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
413,21,Mining,Industry,196,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
414,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,154,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
415,PROF,Professional and business services,Industry,65,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
416,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,-25,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
417,48TW,Transportation and warehousing,Industry,955,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
418,42,Wholesale trade,Industry,0,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
419,F040,Exports of goods and services,Industry,8006,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
420,44RT,Retail trade,Industry,29,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
421,F050,Imports of goods and services,Industry,-6160,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
422,F100,Government consumption expenditures and gross investment,Industry,5640,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
423,F010,Personal consumption expenditures,Industry,52282,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
424,31G,Manufacturing,Industry,15910,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
425,F030,Change in private inventories,Industry,2124,47,Used,"Scrap, used and secondhand goods",Commodity,47,1997
